audit_id,supplier_id,audit_date,standard,clause,finding_type,severity,description,corrective_action_required,corrective_action_description,due_date,closure_date,status
AUD-01038,SPLR-048,10/20/2022,IATF 16949,10.1,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Revise and train staff on procedure adherence.,1/16/2023,2/15/2023,Closed
AUD-01039,SPLR-036,7/26/2024,ISO 9001:2015,7.2,Observation,Minor,Preventive maintenance schedule not adhered to.,Yes,Define and communicate complaint handling procedure.,9/26/2024,10/4/2024,Closed
AUD-01040,SPLR-082,9/18/2023,ISO 9001:2015,6.1,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,12/11/2023,12/6/2023,Closed
AUD-01041,SPLR-071,5/7/2023,ISO 9001:2015,5.1,Observation,Minor,Management review records lack evidence of action tracking.,Yes,Revise and train staff on procedure adherence.,6/11/2023,6/19/2023,Closed
AUD-01042,SPLR-090,5/18/2024,ISO 9001:2015,7.2,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Expand audit scope and ensure full coverage.,7/30/2024,8/23/2024,Closed
AUD-01043,SPLR-096,1/29/2022,ISO 9001:2015,10.2,Observation,Minor,Documented procedure not followed during batch production.,Yes,Enhance traceability documentation for all lot numbers.,4/13/2022,5/7/2022,Closed
AUD-01044,SPLR-029,12/17/2024,ISO 9001:2015,8.2,Non-conformance,Minor,Customer complaint process not well-defined in procedure.,Yes,Implement formal non-conformance containment measures.,2/28/2025,3/23/2025,Closed
AUD-01045,SPLR-049,1/22/2024,ISO 9001:2015,8.1,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Revise and train staff on procedure adherence.,3/19/2024,4/9/2024,Closed
AUD-01046,SPLR-062,8/20/2022,IATF 16949,6.2,Observation,Major,Internal audit scope does not cover all processes.,Yes,Update calibration records and schedule preventive calibration.,10/7/2022,10/16/2022,Closed
AUD-01047,SPLR-083,3/13/2023,ISO 9001:2015,9.2,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Enhance traceability documentation for all lot numbers.,4/25/2023,5/4/2023,Closed
AUD-01048,SPLR-039,9/26/2024,ISO 9001:2015,6.2,Observation,Minor,Documented procedure not followed during batch production.,Yes,Document action items and track their closure status.,11/24/2024,12/5/2024,Closed
AUD-01049,SPLR-056,1/11/2022,IATF 16949,5.3,Observation,Minor,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,2/10/2022,2/6/2022,Closed
AUD-01050,SPLR-099,6/23/2022,ISO 9001:2015,7.1,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Define and communicate complaint handling procedure.,7/23/2022,7/22/2022,Closed
AUD-01051,SPLR-069,8/21/2024,IATF 16949,7.3,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Develop and follow a strict maintenance timetable.,10/17/2024,10/18/2024,Closed
AUD-01052,SPLR-001,6/17/2024,IATF 16949,5.3,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Develop and follow a strict maintenance timetable.,9/2/2024,9/19/2024,Closed
AUD-01053,SPLR-096,8/15/2022,ISO 9001:2015,6.1,Observation,Minor,Documented procedure not followed during batch production.,Yes,Implement formal non-conformance containment measures.,10/9/2022,10/25/2022,Closed
AUD-01054,SPLR-071,11/25/2022,ISO 9001:2015,7.2,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Update calibration records and schedule preventive calibration.,1/20/2023,2/10/2023,Closed
AUD-01055,SPLR-003,10/28/2023,IATF 16949,9.2,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Implement formal non-conformance containment measures.,12/4/2023,11/30/2023,Closed
AUD-01056,SPLR-055,12/6/2023,ISO 9001:2015,10.1,Non-conformance,Major,Inadequate training records for new operators.,Yes,Revise and train staff on procedure adherence.,2/17/2024,2/28/2024,Closed
AUD-01057,SPLR-032,9/10/2024,IATF 16949,7.1,Non-conformance,Minor,Customer complaint process not well-defined in procedure.,Yes,Update calibration records and schedule preventive calibration.,11/27/2024,12/14/2024,Closed
AUD-01058,SPLR-026,5/26/2023,IATF 16949,5.1,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Conduct training sessions and maintain attendance logs.,8/6/2023,8/23/2023,Closed
AUD-01059,SPLR-017,10/25/2024,ISO 9001:2015,5.2,Observation,Minor,Management review records lack evidence of action tracking.,Yes,Implement formal non-conformance containment measures.,12/8/2024,12/5/2024,Closed
AUD-01060,SPLR-012,7/15/2023,ISO 9001:2015,5.1,Non-conformance,Major,Traceability records incomplete for critical components.,Yes,Revise and train staff on procedure adherence.,9/22/2023,9/24/2023,Closed
AUD-01061,SPLR-062,4/14/2024,IATF 16949,10.3,Non-conformance,Major,Inadequate training records for new operators.,Yes,Conduct training sessions and maintain attendance logs.,6/4/2024,6/21/2024,Closed
AUD-01062,SPLR-092,4/16/2022,IATF 16949,5.1,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Develop and follow a strict maintenance timetable.,6/2/2022,6/14/2022,Closed
AUD-01063,SPLR-028,10/18/2023,ISO 9001:2015,5.1,Observation,Major,Documented procedure not followed during batch production.,Yes,Revise and train staff on procedure adherence.,11/20/2023,11/30/2023,Closed
AUD-01064,SPLR-047,7/28/2023,ISO 9001:2015,7.1,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Integrate risk assessment into supplier evaluation template.,10/26/2023,11/16/2023,Closed
AUD-01065,SPLR-043,8/17/2022,ISO 9001:2015,9.1,Observation,Major,Documented procedure not followed during batch production.,Yes,Expand audit scope and ensure full coverage.,11/4/2022,11/2/2022,Closed
AUD-01066,SPLR-012,4/21/2025,IATF 16949,6.2,Non-conformance,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Conduct training sessions and maintain attendance logs.,6/27/2025,7/11/2025,Open
AUD-01067,SPLR-013,9/4/2022,ISO 9001:2015,8.2,Non-conformance,Major,Inadequate training records for new operators.,Yes,Conduct training sessions and maintain attendance logs.,11/18/2022,12/6/2022,Closed
AUD-01068,SPLR-025,9/10/2023,IATF 16949,6.1,Observation,Major,Internal audit scope does not cover all processes.,Yes,Implement formal non-conformance containment measures.,10/12/2023,10/10/2023,Closed
AUD-01069,SPLR-009,2/21/2025,IATF 16949,7.3,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Update calibration records and schedule preventive calibration.,5/20/2025,6/6/2025,Open
AUD-01070,SPLR-038,12/8/2024,ISO 9001:2015,5.1,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Integrate risk assessment into supplier evaluation template.,2/20/2025,2/18/2025,Closed
AUD-01071,SPLR-057,1/25/2023,IATF 16949,9.1,Observation,Major,Internal audit scope does not cover all processes.,Yes,Expand audit scope and ensure full coverage.,2/28/2023,2/28/2023,Closed
AUD-01072,SPLR-028,3/31/2024,IATF 16949,6.1,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Revise and train staff on procedure adherence.,5/10/2024,6/5/2024,Closed
AUD-01073,SPLR-071,10/28/2024,IATF 16949,7.1,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Integrate risk assessment into supplier evaluation template.,1/11/2025,1/18/2025,Closed
AUD-01074,SPLR-019,4/4/2023,ISO 9001:2015,8.1,Observation,Minor,Inadequate training records for new operators.,Yes,Integrate risk assessment into supplier evaluation template.,5/6/2023,6/5/2023,Closed
AUD-01075,SPLR-001,7/8/2023,ISO 9001:2015,9.1,Observation,Major,Inadequate training records for new operators.,Yes,Conduct training sessions and maintain attendance logs.,9/10/2023,9/7/2023,Closed
AUD-01076,SPLR-053,10/27/2023,ISO 9001:2015,9.2,Observation,Major,Internal audit scope does not cover all processes.,Yes,Integrate risk assessment into supplier evaluation template.,1/11/2024,1/9/2024,Closed
AUD-01077,SPLR-023,4/28/2022,ISO 9001:2015,10.2,Observation,Minor,Preventive maintenance schedule not adhered to.,Yes,Conduct training sessions and maintain attendance logs.,7/13/2022,7/20/2022,Closed
AUD-01078,SPLR-082,1/5/2025,ISO 9001:2015,9.2,Non-conformance,Major,Traceability records incomplete for critical components.,Yes,Integrate risk assessment into supplier evaluation template.,3/31/2025,4/30/2025,Closed
AUD-01079,SPLR-020,3/28/2023,IATF 16949,6.3,Observation,Minor,Inadequate training records for new operators.,Yes,Document action items and track their closure status.,6/6/2023,6/21/2023,Closed
AUD-01080,SPLR-059,6/7/2024,IATF 16949,5.2,Non-conformance,Minor,Customer complaint process not well-defined in procedure.,Yes,Update calibration records and schedule preventive calibration.,8/7/2024,8/8/2024,Closed
AUD-01081,SPLR-023,1/22/2023,IATF 16949,5.3,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Revise and train staff on procedure adherence.,3/12/2023,3/12/2023,Closed
AUD-01082,SPLR-013,5/23/2022,ISO 9001:2015,4.2,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Conduct training sessions and maintain attendance logs.,7/21/2022,8/5/2022,Closed
AUD-01083,SPLR-098,7/24/2022,IATF 16949,8.1,Non-conformance,Minor,Documented procedure not followed during batch production.,Yes,Update calibration records and schedule preventive calibration.,10/14/2022,10/4/2022,Closed
AUD-01084,SPLR-014,5/24/2023,ISO 9001:2015,6.1,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Document action items and track their closure status.,6/23/2023,6/13/2023,Closed
AUD-01085,SPLR-040,2/19/2023,ISO 9001:2015,7.2,Observation,Major,Management review records lack evidence of action tracking.,Yes,Define and communicate complaint handling procedure.,5/12/2023,5/12/2023,Closed
AUD-01086,SPLR-016,11/13/2022,ISO 9001:2015,4.1,Non-conformance,Minor,Internal audit scope does not cover all processes.,Yes,Integrate risk assessment into supplier evaluation template.,1/22/2023,2/15/2023,Closed
AUD-01087,SPLR-029,7/30/2022,IATF 16949,5.1,Non-conformance,Minor,Internal audit scope does not cover all processes.,Yes,Enhance traceability documentation for all lot numbers.,9/7/2022,8/28/2022,Closed
AUD-01088,SPLR-088,5/24/2024,IATF 16949,5.2,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Integrate risk assessment into supplier evaluation template.,7/7/2024,7/21/2024,Closed
AUD-01089,SPLR-079,12/14/2022,ISO 9001:2015,5.2,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Integrate risk assessment into supplier evaluation template.,2/4/2023,1/29/2023,Closed
AUD-01090,SPLR-068,1/9/2024,ISO 9001:2015,4.1,Observation,Minor,Management review records lack evidence of action tracking.,Yes,Implement formal non-conformance containment measures.,2/19/2024,3/7/2024,Closed
AUD-01091,SPLR-045,5/20/2024,ISO 9001:2015,9.1,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Document action items and track their closure status.,8/10/2024,8/18/2024,Closed
AUD-01092,SPLR-100,10/19/2024,IATF 16949,6.3,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Revise and train staff on procedure adherence.,1/12/2025,1/11/2025,Closed
AUD-01093,SPLR-055,10/30/2022,IATF 16949,8.3,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Update calibration records and schedule preventive calibration.,12/6/2022,1/1/2023,Closed
AUD-01094,SPLR-064,7/5/2022,IATF 16949,5.2,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Enhance traceability documentation for all lot numbers.,8/26/2022,9/5/2022,Closed
AUD-01095,SPLR-064,4/27/2024,IATF 16949,5.2,Observation,Minor,Inadequate training records for new operators.,Yes,Enhance traceability documentation for all lot numbers.,6/22/2024,7/17/2024,Closed
AUD-01096,SPLR-090,2/27/2024,ISO 9001:2015,8.2,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Expand audit scope and ensure full coverage.,5/3/2024,5/7/2024,Closed
AUD-01097,SPLR-018,1/11/2024,ISO 9001:2015,5.2,Non-conformance,Minor,Documented procedure not followed during batch production.,Yes,Develop and follow a strict maintenance timetable.,3/16/2024,4/5/2024,Closed
AUD-01098,SPLR-054,12/17/2023,IATF 16949,5.2,Non-conformance,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Define and communicate complaint handling procedure.,1/25/2024,2/19/2024,Closed
AUD-01099,SPLR-049,4/5/2023,ISO 9001:2015,9.2,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Update calibration records and schedule preventive calibration.,6/18/2023,6/17/2023,Closed
AUD-01100,SPLR-077,2/1/2024,ISO 9001:2015,9.2,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Document action items and track their closure status.,3/6/2024,3/26/2024,Closed
AUD-01101,SPLR-073,10/28/2022,IATF 16949,5.2,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Conduct training sessions and maintain attendance logs.,12/1/2022,11/21/2022,Closed
AUD-01102,SPLR-093,1/9/2023,IATF 16949,5.2,Observation,Major,Internal audit scope does not cover all processes.,Yes,Integrate risk assessment into supplier evaluation template.,3/10/2023,3/26/2023,Closed
AUD-01103,SPLR-078,1/28/2022,IATF 16949,5.1,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Revise and train staff on procedure adherence.,4/24/2022,4/16/2022,Closed
AUD-01104,SPLR-074,1/23/2022,IATF 16949,8.2,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Expand audit scope and ensure full coverage.,4/8/2022,4/14/2022,Closed
AUD-01105,SPLR-096,5/17/2024,ISO 9001:2015,6.1,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Expand audit scope and ensure full coverage.,7/10/2024,7/8/2024,Closed
AUD-01106,SPLR-089,4/25/2022,ISO 9001:2015,7.1,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Expand audit scope and ensure full coverage.,7/2/2022,6/26/2022,Closed
AUD-01107,SPLR-083,10/4/2023,IATF 16949,8.1,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Revise and train staff on procedure adherence.,12/24/2023,1/6/2024,Closed
AUD-01108,SPLR-004,7/7/2023,ISO 9001:2015,4.2,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Develop and follow a strict maintenance timetable.,9/13/2023,9/24/2023,Closed
AUD-01109,SPLR-025,11/30/2022,ISO 9001:2015,4.2,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Document action items and track their closure status.,12/30/2022,1/8/2023,Closed
AUD-01110,SPLR-062,5/8/2023,IATF 16949,4.3,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,6/9/2023,7/5/2023,Closed
AUD-01111,SPLR-051,10/7/2023,ISO 9001:2015,6.1,Non-conformance,Major,Documented procedure not followed during batch production.,Yes,Develop and follow a strict maintenance timetable.,12/24/2023,1/1/2024,Closed
AUD-01112,SPLR-013,3/11/2024,IATF 16949,5.2,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Develop and follow a strict maintenance timetable.,5/6/2024,5/28/2024,Closed
AUD-01113,SPLR-020,4/17/2025,IATF 16949,9.1,Observation,Minor,Management review records lack evidence of action tracking.,Yes,Revise and train staff on procedure adherence.,6/4/2025,6/4/2025,Open
